job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,city,benefits,contract,positions,exper,gender,Salary,is_tech_job
Administrative Assistant,2022-11-17,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Riyadh,ABA ASLAB,0,1,1,2,2,10000.0,0
Analyst,2022-11-17,شركة رفال للتكييف والتبريد (شركة شخص واحد),1,SA,Technical Services,Riyadh,AR RIYADH,0,1,2,2,2,6000.0,0
Salesperson,2022-11-17,مقهى كالفن لتقديم المشروبات,1,SB,Trade and Retail,Riyadh,AR RIYADH,0,1,1,0,1,5000.0,0
Security Guard,2022-11-17,شركة آشي وبشناق للمقاولات شركة مساهمة مقفلة,1,L,Construction and Real Estate,Makkah,JEDDAH,0,1,4,2,0,4000.0,0
Technician,2022-11-17,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Riyadh,ABA ASLAB,0,1,1,4,2,4500.0,0
Developer,2022-11-17,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Riyadh,ABA ASLAB,0,1,1,7,2,15000.0,1
Secretary,2022-11-17,شركة محمد بن سلمان الشيباني للمحاماة والاستشارات القانونية,1,SB,Consulting and Profissonal Services,Riyadh,AR RIYADH,0,1,2,4,2,5000.0,0
Technician,2022-11-17,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Riyadh,ABA ASLAB,0,1,1,7,2,15000.0,0
Switchboard Operator,2022-11-17,مؤسسة روائع الكون للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,0,1,1,0,1,5000.0,0
Secretary,2022-11-17,مؤسسة مركز التأهيل المتكامل الطبي,1,SA,Healthcare and Pharmaceuticals ,Makkah,AS SALAMAH,0,1,3,4,1,4500.0,0
Analyst,2022-11-17,مؤسسة مركز التأهيل المتكامل  الطبي,1,SA,Healthcare and Pharmaceuticals ,Makkah,AL QUNFIDAH,0,1,5,7,2,5000.0,0
Secretary,2022-11-17,مؤسسة مركز التأهيل المتكامل  الطبي,1,SA,Healthcare and Pharmaceuticals ,Makkah,AL QUNFIDAH,0,1,3,7,2,4500.0,0
Accountant,2022-11-17,مؤسسة مجدر لتجارة الجملة و التجزئة,1,SA,Trade and Retail,Madinah,AL 'AQUL,0,1,1,2,2,6000.0,0
Switchboard Operator,2022-11-17,فرع شركة الوقود المتحدة,1,SB,Logistics and Transportation,Riyadh,AR RIYADH,1,1,1,2,2,5000.0,0
Developer,2022-11-17,مؤسسة رياده الخير للنقل البري,1,SB,Logistics and Transportation,Riyadh,ABA ASLAB,0,1,1,0,2,4000.0,1
Receptionist,2022-11-17,مؤسسة شام الشاملة التجارية,1,SB,Trade and Retail,Makkah,JEDDAH,0,1,3,0,0,4000.0,0
Technician,2022-11-17,مؤسسة الحلول الذاتية للمقاولات,1,SB,Construction and Real Estate,Makkah,JEDDAH,1,1,3,2,0,4000.0,0
Analyst,2022-11-17,مؤسسة مركز التأهيل المتكامل الطبي,1,SA,Healthcare and Pharmaceuticals ,Makkah,AS SALAMAH,0,1,2,7,2,5000.0,0
Switchboard Operator,2022-11-17,مكتبة نوره سعد مطر البقمي للنسخ والتصوير,1,SB,Tertiary and Services,Makkah,AT TAIF,0,1,2,0,1,4000.0,0
Manager,2022-11-17,شركة السبع سنابل (شركة شخص واحد),1,MA,Technical Services,Makkah,JU'RANAH,0,1,1,0,0,4000.0,0
Manager,2022-11-17,مؤسسة افاق منيفة للتشغيل والصيانة,1,SB,Tertiary and Services,Riyadh,AR RIYADH,1,1,1,0,0,5000.0,0
Technician,2022-11-17,مؤسسة مركز التأهيل المتكامل الطبي,1,SA,Healthcare and Pharmaceuticals ,Makkah,AS SALAMAH,0,1,5,4,2,4500.0,0
Analyst,2022-11-17,شركة إم اتش بي العربية السعودية التجارية,1,SB,Trade and Retail,Madinah,AL MADINAH AL MUNAWARAH,0,1,1,2,0,7000.0,0
Manager,2022-11-17,مؤسسة افاق منيفة للتشغيل والصيانة,1,SB,Tertiary and Services,Riyadh,AR RIYADH,1,1,1,0,0,4500.0,0
Technician,2022-11-17,مؤسسة القمة السمعية التجارية,1,SB,Trade and Retail,Makkah,JEDDAH,0,1,1,2,2,4000.0,0
Accountant,2022-11-17,مركز اللياقة الحقيقية الرياضي,1,SB,Gym and Fitness,Eastern,DHAHRAN,1,1,1,2,0,4434.0,0
Technician,2022-11-17,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,1,G,Tertiary and Services,Eastern,AD DAMMAM,0,1,1,0,0,5700.0,0
Switchboard Operator,2022-11-17,مقهى تفاني لتقديم المشروبات,1,SA,Trade and Retail,Makkah,JEDDAH,0,1,2,0,1,4000.0,0
Analyst,2022-11-17,مؤسسة القمة السمعية التجارية,1,SB,Trade and Retail,Makkah,JEDDAH,0,1,2,0,2,5000.0,0
Lawyer,2022-11-17,مؤسسة سعود علي عيضه العتيبي لادوات ومواد السلامة,1,SA,Technical Services,Eastern,AL KHOBAR,0,1,1,0,0,6500.0,0
Salesperson,2022-11-17,شركة التقنية المساندة للحاسب الآلي,1,SB,Trade and Retail,Makkah,JEDDAH,1,1,3,2,0,5000.0,0
Accountant,2022-11-17,شركة مصنع وسائط النقل للمنتجات المعدنية,1,MC,Industrial Manufacturing,Riyadh,AR RIYADH,0,1,1,2,1,6000.0,0
Engineer,2022-11-17,مؤسسة بلدان للمقاولات,1,SB,Construction and Real Estate,Makkah,JEDDAH,1,1,2,0,1,5500.0,0
Salesperson,2022-11-17,مؤسسة بشت كاش لتقديم الوجبات,1,SB,Food Services,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Switchboard Operator,2022-11-17,شركة ايوان المذاق للتجارة شركة شخص واحد,1,SB,Food Services,Riyadh,AR RIYADH,0,1,2,0,2,4000.0,0
Salesperson,2022-11-17,مؤسسة عادل عبدالقادر محمد الحميدان التجارية,1,SA,Industrial Manufacturing,Riyadh,ABA ASLAB,0,1,3,0,1,4000.0,0
Secretary,2022-11-17,مركز اللياقة الحقيقية الرياضي,1,SB,Gym and Fitness,Eastern,DHAHRAN,1,1,1,2,0,4500.0,0
Administrative Assistant,2022-11-17,شركة ليلى المحدودة شركة شخص واحد,1,MC,Food Services,Makkah,JEDDAH,0,1,2,0,2,4000.0,0
Analyst,2022-11-17,شركة إم اتش بي العربية السعودية التجارية,1,SB,Trade and Retail,Eastern,AD DAMMAM,1,1,1,2,0,7000.0,0
Secretary,2022-11-17,شركة نظارات الجميل التجارية,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,2,2,4000.0,0
Writer,2022-11-17,شركة نظارات الجميل التجارية,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,4,2,4000.0,0
Driver,2022-11-17,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,1,MB,Construction and Real Estate,Al Baha,AL QARI,0,1,1,0,0,4000.0,0
Technician,2022-11-18,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,1,L,Technical Services,Riyadh,AR RIYADH,0,1,5,0,0,5000.0,0
Engineer,2022-11-18,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,1,L,Technical Services,Riyadh,AR RIYADH,0,1,5,0,0,5000.0,0
Technician,2022-11-18,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,1,MB,Industrial Manufacturing,Madinah,YANBU AS ,1,1,1,2,0,5000.0,0
Switchboard Operator,2022-11-18,مؤسسة عندليب للمقاولات العامة,1,SA,Construction and Real Estate,Madinah,AL MADINAH AL MUNAWARAH,1,1,1,0,1,3000.0,0
Analyst,2022-11-18,شركة خدمات اطلس الدوليه,1,MC,Healthcare and Pharmaceuticals ,Riyadh,ABA ASLAB,0,1,2,0,2,7000.0,0
Accountant,2022-11-18,شركة خدمات اطلس الدوليه,1,MC,Healthcare and Pharmaceuticals ,Riyadh,ABA ASLAB,0,1,2,0,2,6000.0,0
HR Specialist,2022-11-18,شركة محمد عايض فواز الوهبي للتجارة,1,SB,Technical Services,Makkah,JEDDAH,1,1,1,0,1,4082.0,0
Analyst,2022-11-18,شركة الامتياز للتقنيه المحدوده,1,MA,Technical Services,Riyadh,AR RIYADH,0,1,1,2,0,6000.0,0
HR Specialist,2022-11-18,مصنع محمد عايض الوهبي للصناعة,1,SA,Industrial Manufacturing,Makkah,JEDDAH,1,1,1,0,1,4082.0,0
Receptionist,2022-11-18,مركز صانعة الاحلام الرياضي,1,SB,Gym and Fitness,Qassim,AL BADAI',1,1,1,0,1,4000.0,0
Engineer,2022-11-18,فرع مصنع شركة الحمراني فوكس البترولية العربية السعودية المحد,1,MB,Industrial Manufacturing,Madinah,YANBU AS ,1,1,1,4,2,7000.0,0
Debt Collector,2022-11-18,شركة ثقة الدولية العقارية,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,2,1,6000.0,0
Engineer,2022-11-18,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,1,L,Technical Services,Riyadh,AR RIYADH,0,1,3,0,0,8400.0,0
Salesperson,2022-11-18,شركة اراده الاعمال للتجارة (شركة شخص واحد),1,MA,Food Services,Riyadh,AR RIYADH,0,1,1,0,2,4400.0,0
Driver,2022-11-18,جمعية حماية الاسرة الخيرية,1,SB,Charity,Riyadh,AR RIYADH,0,1,1,2,2,4500.0,0
Worker,2022-11-18,شركه التموين العربي التجاريه المحدوده,1,L,Food Services,Riyadh,AR RIYADH,0,1,6,0,2,4000.0,0
Secretary,2022-11-18,شركة جازان للطاقة والتنمية,1,MB,Food Services,Jazan,JIZAN,1,1,1,2,0,5000.0,0
Receptionist,2022-11-18,شركة العلاج البديل الطبية,1,SB,Healthcare and Pharmaceuticals ,Makkah,JEDDAH,0,1,1,0,1,4000.0,0
Driver,2022-11-18,شركة الدور المتقدمة مساهمة مقفلة,1,SB,Tertiary and Services,Madinah,AL ULA,0,1,3,2,0,4000.0,0
Engineer,2022-11-18,مكتب بيت دلتا للاستشارات الهندسية,1,SB,Consulting and Profissonal Services,Riyadh,AR RIYADH,0,1,1,0,0,7000.0,0
Dentist,2022-11-18,مجمع شفاء طيبة الطبي,1,MA,Healthcare and Pharmaceuticals ,Madinah,AL MADINAH AL MUNAWARAH,0,1,1,0,1,6000.0,0
HR Specialist,2022-11-18,مؤسسة سحاب الأفق للمقاولات,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,1,2,2,6500.0,0
Administrative Assistant,2022-11-18,شركة إم اتش بي العربية السعودية التجارية,1,SB,Trade and Retail,Makkah,JEDDAH,0,1,1,0,1,6150.0,0
Electrician,2022-11-18,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,1,L,Technical Services,Riyadh,AR RIYADH,0,1,3,0,0,8400.0,0
Manager,2022-11-18,شركة يوسف هدبان الحارثي للمحاماة والاستشارات القانونية,1,SA,Consulting and Profissonal Services,Tabuk,TABUK,0,1,1,2,0,4000.0,0
Accountant,2022-11-18,شركة سالم سليم دخيل الله اللهيبي واولاده للصرافه,1,SA,Tertiary and Services,Madinah,AL MADINAH AL MUNAWARAH,0,1,3,0,0,4500.0,0
Salesperson,2022-11-19,مؤسسة كناري للانتاج الفني,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Chef,2022-11-19,مطعم ملعقة الطاهي لتقديم الوجبات,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,5,0,1,4000.0,0
Switchboard Operator,2022-11-19,مطعم ملعقة الطاهي لتقديم الوجبات,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,4,0,1,4000.0,0
Salesperson,2022-11-19,مطعم ملعقة الطاهي لتقديم الوجبات,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,2,0,1,4000.0,0
Technician,2022-11-19,مؤسسة رياده الخير للنقل البري,1,SB,Logistics and Transportation,Riyadh,AR RIYADH,0,1,3,0,2,4000.0,0
Accountant,2022-11-19,مصنع محمد عايض الوهبي للصناعة,1,SA,Industrial Manufacturing,Makkah,JEDDAH,1,1,1,0,0,4082.0,0
Switchboard Operator,2022-11-20,مطعم نسيم الوردة الشامية,1,SB,Food Services,Eastern,AD DAMMAM,0,1,2,0,2,4000.0,0
Salesperson,2022-11-20,مؤسسة هتان عبدالواحد عبدالرب قرشي السلمي التجارية,1,SA,Food Services,Makkah,JEDDAH,1,1,3,0,2,4000.0,0
Switchboard Operator,2022-11-20,مقهى جواهر خلف بن شجاع العتيبي لتقديم المشروبات,1,SB,Food Services,Makkah,MAKKAH AL MUKARRAMAH,0,1,2,0,1,3200.0,0
Administrative Assistant,2022-11-20,شركة تيم واي للمقاولات  شركة شخص واحد,1,SA,Technical Services,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Salesperson,2022-11-20,شركة أسامه بكر عبدالله بكر الزراعية,1,MA,Trade and Retail,Makkah,JEDDAH,1,1,1,0,2,4000.0,0
Salesperson,2022-11-20,شركة أسامه بكر عبدالله بكر الزراعية,1,MA,Trade and Retail,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Switchboard Operator,2022-11-20,مصنع رواد الكفاح للصناعة,1,SB,Industrial Manufacturing,Eastern,AL MUBARRAZ,1,1,1,0,0,4400.0,0
Secretary,2022-11-20,المكتب التعاوني للدعوة والارشاد وتوعية الجاليات با,1,SB,Charity,Riyadh,AR RIYADH,0,1,2,0,2,3000.0,0
Analyst,2022-11-21,معهد الثقه الفائزة للتدريب,1,SB,Trade and Retail,Makkah,JEDDAH,0,1,1,0,0,4500.0,0
Driver,2022-11-21,شركة الاتحاد السريع,1,MA,Logistics and Transportation,Riyadh,ABA AL KI,1,1,3,2,2,5500.0,0
Analyst,2022-11-21,شقق لجين الغربية للوحدات السكنية المفروشة,1,SB,Logistics and Transportation,Makkah,JEDDAH,0,1,1,2,2,4000.0,0
HR Specialist,2022-11-21,شركة قوافل الكمال للتجارة,1,MB,Tertiary and Services,Makkah,MAKKAH AL MUKARRAMAH,1,1,1,7,2,6000.0,0
Developer,2022-11-21,شركة دار خبراء الشبكات,1,SB,Tertiary and Services,Riyadh,AR RIYADH,1,1,2,2,2,8000.0,1
Artist,2022-11-21,شركة عروبة الشرق للتجارة شركة شخص واحد,1,MA,Trade and Retail,Riyadh,AR RIYADH,1,1,2,0,2,5000.0,0
Analyst,2022-11-21,شقق لجين الغربية للوحدات السكنية المفروشة,1,SB,Tertiary and Services,Makkah,JEDDAH,0,1,1,2,2,4000.0,0
Secretary,2022-11-21,مؤسسة رحلة الإنجاز للمقاولات,1,SB,Construction and Real Estate,Makkah,MAKKAH AL MUKARRAMAH,0,1,1,2,0,4000.0,0
Engineer,2022-11-22,شركة الصخور العربية للصناعة,1,SB,Technical Services,Riyadh,ABA ASLAB,1,1,1,0,0,7000.0,0
Engineer,2022-11-22,شركة الصخور العربية للصناعة,1,SB,Technical Services,Riyadh,ABA ASLAB,0,1,1,0,0,7000.0,0
Salesperson,2022-11-22,شركة شاورما وصوص للوجبات السريعة شركة شخص واحد,1,MA,Tertiary and Services,Makkah,JEDDAH,1,1,10,0,2,4000.0,0
Analyst,2022-11-22,شركة علي ناصر النصار وشركاه,1,MB,Trade and Retail,Eastern,ABRAQIYAH,1,1,2,2,2,5000.0,0
Analyst,2022-11-22,شركة ايرادات للخدمات العقارية,1,SA,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,2,0,7000.0,0
Technician,2022-11-22,شركة مجمع الرحمة الطبي,1,MA,Healthcare and Pharmaceuticals ,Riyadh,AR RIYADH,0,1,5,2,2,5000.0,0
Accountant,2022-11-22,شركة دهونت ثيرمال سالوشانز للصناعة المحدودة,1,MA,Industrial Manufacturing,Eastern,AL JUBAIL,1,1,1,2,0,5250.0,0
Technician,2022-11-22,مؤسسة جازي  للمقاولات,1,SB,Technical Services,Al Baha,AL BAHA,0,1,1,0,0,4000.0,0
Analyst,2022-11-22,شركة أمان التنمية المحدودة,1,SB,Tertiary and Services,Asir,KHAMIS MUSHAYT,0,1,2,2,2,4000.0,0
Analyst,2022-11-22,شركة حديد السد للصناعة,1,MB,Industrial Manufacturing,Riyadh,AR RIYADH,0,1,1,2,0,8000.0,0
Secretary,2022-11-22,شركة تنمية للمقاولات شركة شخص واحد,1,SB,Construction and Real Estate,Madinah,AL MADINAH AL MUNAWARAH,0,1,3,0,2,4000.0,0
Salesperson,2022-11-22,مؤسسة عبدالله صباح فهد العنزي التجارية,1,SA,Trade and Retail,Riyadh,AL KHARJ,1,1,1,0,1,4000.0,0
Manager,2022-11-22,شركه افراس للتجاره والمقاولات,1,G,Construction and Real Estate,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Administrative Assistant,2022-11-22,مؤسسة حديقة الطفل الأهلية,1,SB,Education,Riyadh,AR RIYADH,0,0,2,0,2,4000.0,0
Accountant,2022-11-22,شركة ايرادات للخدمات العقارية,1,SA,Tertiary and Services,Riyadh,AR RIYADH,0,1,2,2,2,7000.0,0
Administrative Assistant,2022-11-22,شركة حديد السد للصناعة,1,MB,Industrial Manufacturing,Riyadh,AR RIYADH,0,1,1,2,0,5000.0,0
Salesperson,2022-11-23,مؤسسة خالد فيحان نايف النفيعي العقاري,1,SA,Tertiary and Services,Makkah,AL HAWIYAH,0,1,1,0,1,4000.0,0
Pharmacist,2022-11-23,شركة نيرا الطبية,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,0,2,7000.0,0
Manager,2022-11-23,مؤسسة دعائم التقنية للحاسب الالي,1,SB,Tertiary and Services,Riyadh,ABA ASLAB,1,1,1,0,1,5500.0,0
Security Guard,2022-11-23,شركة شبلا للحراسات الامنية شركة شخص واحد,1,L,Tertiary and Services,Riyadh,ABA ASLAB,0,1,4,0,0,3640.0,0
Doctor,2022-11-23,شركة العلاج البديل الطبية,1,SB,Healthcare and Pharmaceuticals ,Makkah,JEDDAH,1,1,2,4,2,8000.0,0
Analyst,2022-11-23,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,1,SB,Food Services,Makkah,JEDDAH,0,1,1,7,2,8000.0,0
Manager,2022-11-23,شركة حلال العالمي للتدريب,1,SA,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,0,0,5000.0,0
Accountant,2022-11-23,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,1,SB,Food Services,Makkah,JEDDAH,0,1,2,0,2,4000.0,0
HR Specialist,2022-11-23,شركة القدرات الوطنية للخدمات التجارية,1,MA,Tertiary and Services,Eastern,AL KHOBAR,0,1,2,0,1,5000.0,0
Teacher/Trainer,2022-11-23,شركه الرشد التعليميه المحدوده,1,MB,Education,Riyadh,AR RIYADH,0,1,1,2,0,4000.0,0
Teacher/Trainer,2022-11-23,مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,1,MB,Education,Makkah,JEDDAH,0,1,3,0,0,5500.0,0
Administrative Assistant,2022-11-23,فوال طيبات خلوفه لتقديم الوجبات,1,MC,Food Services,Makkah,JEDDAH,0,1,1,0,0,4000.0,0
Switchboard Operator,2022-11-23,مطعم نوف سعيد محمد الغامدي لتقديم الوجبات,1,SB,Food Services,Makkah,JEDDAH,0,1,2,0,2,5000.0,0
Accountant,2022-11-24,شركة الوصفات المختلفة التجارية,1,SB,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,0,2,4000.0,0
Accountant,2022-11-24,مركز مناهل ديرتي لتجارة الجملة و التجزئة,1,SB,Trade and Retail,Makkah,MAKKAH AL MUKARRAMAH,0,1,2,0,0,4000.0,0
Manager,2022-11-24,محل عبدالرحمن عوظه عبدالله الشهراني التجارية,1,SA,Trade and Retail,Asir,BISHAH,0,1,1,0,0,6000.0,0
Developer,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,10000.0,1
Engineer,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,9500.0,0
Switchboard Operator,2022-11-25,مقهى الفصل الخامس لتقديم المشروبات,1,MA,Food Services,Al Baha,AL BAHA,0,1,2,0,2,4500.0,0
Switchboard Operator,2022-11-25,شركة سول المتقدمة المحدودة,1,MC,Food Services,Al Baha,AL BAHA,0,1,2,0,2,4500.0,0
Analyst,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,0,2,7000.0,0
Manager,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,10000.0,0
Salesperson,2022-11-25,شركة سول المتقدمة المحدودة,1,MC,Food Services,Al Baha,AL BAHA,0,1,4,0,2,4500.0,0
Salesperson,2022-11-25,مقهى الفصل الخامس لتقديم المشروبات,1,MA,Food Services,Asir,TANUMAH,0,1,2,0,0,4500.0,0
Analyst,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,10000.0,0
Developer,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,8500.0,1
Engineer,2022-11-25,شركة رتاج المسكن المحدودة (شركة شخص واحد),1,SB,Construction and Real Estate,Riyadh,AR RIYADH,1,1,1,0,2,4000.0,0
Salesperson,2022-11-25,شركة وسيف التجارية,1,SA,Food Services,Makkah,JEDDAH,0,1,4,0,2,4500.0,0
Salesperson,2022-11-25,مقهى الفصل الخامس لتقديم المشروبات,1,MA,Food Services,Al Baha,AL BAHA,0,1,6,0,0,4500.0,0
Analyst,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,4,2,11000.0,0
Analyst,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,2,0,2,4000.0,0
Analyst,2022-11-25,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,1,G,Technology and Communications,Eastern,HAFAR AL ,0,1,1,7,2,11000.0,0
Engineer,2022-11-25,شركة زهرة الصحراء للخدمات اللوجستية,1,SA,Logistics and Transportation,Riyadh,AR RIYADH,0,1,3,0,0,7000.0,0
Technician,2022-11-25,مؤسسة مرميس للمقاولات,1,SB,Technical Services,Riyadh,AR RIYADH,0,1,1,0,0,4000.0,0
Salesperson,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,3,0,2,4000.0,0
Salesperson,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,1,0,2,4000.0,0
Analyst,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,4,0,2,4000.0,0
Analyst,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,3,0,2,4000.0,0
Manager,2022-11-25,بنتي للتجارة,1,SB,Trade and Retail,Riyadh,AR RIYADH,1,1,1,2,2,4000.0,0
Florist,2022-11-25,مؤسسة دكان مخمل التجارية,1,SB,Trade and Retail,Qassim,BURAYDAH,0,1,1,0,2,4000.0,0
Artist,2022-11-25,مؤسسة دكان مخمل التجارية,1,SB,Trade and Retail,Qassim,BURAYDAH,0,1,1,0,2,4000.0,0
Salesperson,2022-11-25,مقهى الفصل الخامس لتقديم المشروبات,1,SB,Food Services,Asir,TANUMAH,0,1,2,0,0,4500.0,0
Engineer,2022-11-25,شركة بوابة الفرسان للتصميم,1,SB,Construction and Real Estate,Riyadh,AR RIYADH,1,1,1,0,1,4500.0,0
Engineer,2022-11-25,شركة رتاج المسكن المحدودة (شركة شخص واحد),1,SA,Construction and Real Estate,Riyadh,AR RIYADH,1,1,1,0,2,4000.0,0
Switchboard Operator,2022-11-25,شركة الأطعمة الفاخرة المحدودة,1,SB,Food Services,Eastern,AD DAMMAM,0,1,4,0,2,4500.0,0
Manager,2022-11-25,شركة ماس الدولية للمقاولات شركة شخص واحد,1,MA,Construction and Real Estate,Riyadh,AR RIYADH,0,1,1,2,0,5500.0,0
Salesperson,2022-11-26,شركة الأطعمة الفاخرة المحدودة,1,SB,Food Services,Eastern,AD DAMMAM,0,1,5,0,2,4500.0,0
Receptionist,2022-11-26,شركة مركز خدمات الدانه الحديثه للولائم والحفلات,1,SB,Tertiary and Services,Eastern,DHAHRAN,0,1,3,0,1,4000.0,0
Pharmacist,2022-11-26,شركة مجمع الرحمة الطبي,1,MA,Healthcare and Pharmaceuticals ,Riyadh,AR RIYADH,0,1,1,2,1,4000.0,0
Analyst,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,2,2,2,4000.0,0
Switchboard Operator,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,2,0,2,4000.0,0
Engineer,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,1,2,0,7500.0,0
Mechanic,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,1,2,2,5700.0,0
Accountant,2022-11-27,مؤسسة فراج فهد بن فراج المخاريم الدوسري للمقاولات,1,SA,Construction and Real Estate,Riyadh,WADI AD DAWASIR,0,1,2,0,1,6000.0,0
Manager,2022-11-27,مكتب اجاره للاستقدام,1,SB,Tertiary and Services,Eastern,AL KHOBAR,1,1,2,2,2,5000.0,0
Analyst,2022-11-27,شركة فينزي للتمويل مساهمة مقفلة,1,SB,Tertiary and Services,Riyadh,AR RIYADH,1,1,1,0,2,5000.0,0
Auditor,2022-11-27,شركة بتوك للمحروقات شركة شخص واحد,1,SB,Technology and Communications,Riyadh,AR RIYADH,1,1,1,0,2,4000.0,0
Technician,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,1,2,2,5700.0,0
Analyst,2022-11-27,موسسة بيكو للقرطاسية,1,SA,Trade and Retail,Makkah,JEDDAH,0,1,1,4,0,8000.0,0
Electrician,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,1,2,0,7500.0,0
Writer,2022-11-27,شركة مجموعة الفارس التجارية (شركة شخص واحد),1,L,Tertiary and Services,Asir,ABHA,0,1,1,0,2,4000.0,0
Accountant,2022-11-27,شركة ابداعنا يختلف للخدمات التجارية (شركة شخص واحد),1,MB,Tertiary and Services,Makkah,JEDDAH,0,1,2,2,1,4500.0,0
Analyst,2022-11-27,مجمع الهلال الفضي الطبي العام,1,SB,Healthcare and Pharmaceuticals ,Eastern,ATH THUQB,0,1,3,0,1,6000.0,0
Analyst,2022-11-27,شركة التقنية الأساسية للتجارة,1,SB,Technology and Communications,Riyadh,AR RIYADH,1,1,2,2,2,5500.0,0
Health Assistant,2022-11-27,شركة مجموعة زيد الحسين واخوانة للمقاولات,1,G,Tertiary and Services,Riyadh,AR RIYADH,0,1,1,0,2,5500.0,0
Health Assistant,2022-11-27,شركة مجموعة زيد الحسين واخوانة للمقاولات,1,G,Construction and Real Estate,Riyadh,AR RIYADH,0,1,1,0,2,5500.0,0
Switchboard Operator,2022-11-27,مكتب سريع للخدمات العامة,1,SA,Tertiary and Services,Al Baha,AL AQIQ,0,1,1,0,1,4000.0,0
